,Temperature (C),Humidity,Wind Speed (km/h)
2025-06-23 06:00:00,11.604522231220264,0.7368945420024897,10.832259901162628
2025-06-23 07:00:00,11.605474748038702,0.7368886675087238,10.83218992697212
2025-06-23 08:00:00,11.606424617118018,0.7368828093440023,10.832120147295116
2025-06-23 09:00:00,11.607371845810853,0.7368769674632026,10.832050561587053
2025-06-23 10:00:00,11.608316441449135,0.7368711418213372,10.831981169305106
2025-06-23 11:00:00,11.609258411344719,0.7368653323735317,10.83191196990845
2025-06-23 12:00:00,11.610197762789959,0.7368595390750065,10.831842962858452
2025-06-23 13:00:00,11.611134503058208,0.73685376188106,10.831774147618825
2025-06-23 14:00:00,11.612068639404198,0.736848000747057,10.83170552365569
2025-06-23 15:00:00,11.61300017906429,0.7368422556284212,10.831637090437594
2025-06-23 16:00:00,11.613929129256592,0.7368365264806331,10.831568847435427
2025-06-23 17:00:00,11.614855497180912,0.7368308132592332,10.831500794122316
2025-06-23 18:00:00,11.615779290018624,0.7368251159198286,10.83143292997343
2025-06-23 19:00:00,11.616700514932393,0.7368194344181047,10.831365254465782
2025-06-23 20:00:00,11.617619179065846,0.7368137687098394,10.83129776707799
2025-06-23 21:00:00,11.618535289543184,0.7368081187509179,10.83123046729006
2025-06-23 22:00:00,11.61944885346879,0.7368024844973489,10.83116335458316
2025-06-23 23:00:00,11.620359877926854,0.73679686590528,10.831096428439436
2025-06-24 00:00:00,11.62126836998106,0.7367912629310106,10.831029688341879
2025-06-24 01:00:00,11.622174336674332,0.7367856755310022,10.830963133774222
2025-06-24 02:00:00,11.623077785028695,0.7367801036618853,10.830896764220915
2025-06-24 03:00:00,11.623978722045226,0.7367745472804628,10.830830579167129
2025-06-24 04:00:00,11.624877154704127,0.7367690063437085,10.830764578098831
2025-06-24 05:00:00,11.62577308996489,0.736763480808763,10.8306987605029
2025-06-24 06:00:00,11.626666534766558,0.7367579706329258,10.830633125867257
2025-06-24 07:00:00,11.627557496028063,0.7367524757736446,10.830567673681042
2025-06-24 08:00:00,11.62844598064859,0.7367469961885036,10.830502403434782
2025-06-24 09:00:00,11.629331995507982,0.7367415318352103,10.830437314620553
2025-06-24 10:00:00,11.630215547467149,0.736736082671583,10.83037240673214
2025-06-24 11:00:00,11.631096643368412,0.736730648655539,10.830307679265141
2025-06-24 12:00:00,11.631975290035834,0.7367252297450856,10.830243131717063
2025-06-24 13:00:00,11.632851494275464,0.7367198258983113,10.830178763587366
2025-06-24 14:00:00,11.633725262875503,0.7367144370733827,10.830114574377452
2025-06-24 15:00:00,11.634596602606393,0.7367090632285427,10.830050563590639
2025-06-24 16:00:00,11.635465520220816,0.7367037043221116,10.829986730732074
2025-06-24 17:00:00,11.636332022453624,0.7366983603124921,10.82992307530863
2025-06-24 18:00:00,11.637196116021698,0.7366930311581753,10.829859596828777
2025-06-24 19:00:00,11.638057807623772,0.7366877168177492,10.829796294802453
2025-06-24 20:00:00,11.638917103940212,0.7366824172499079,10.829733168740905
2025-06-24 21:00:00,11.639774011632813,0.7366771324134603,10.829670218156584
2025-06-24 22:00:00,11.640628537344586,0.7366718622673403,10.829607442563013
2025-06-24 23:00:00,11.641480687699586,0.7366666067706132,10.82954484147471
2025-06-25 00:00:00,11.642330469302788,0.7366613658824828,10.829482414407137
2025-06-25 01:00:00,11.643177888740011,0.7366561395622948,10.82942016087666
2025-06-25 02:00:00,11.644022952577922,0.7366509277695388,10.829358080400576
2025-06-25 03:00:00,11.644865667364082,0.7366457304638476,10.829296172497136
2025-06-25 04:00:00,11.645706039627076,0.7366405476049942,10.829234436685622
2025-06-25 05:00:00,11.646544075876678,0.7366353791528875,10.829172872486428
2025-06-25 06:00:00,11.647379782604075,0.7366302250675649,10.829111479421154
2025-06-25 07:00:00,11.648213166282101,0.7366250853091866,10.829050257012709
2025-06-25 08:00:00,11.649044233365503,0.7366199598380261,10.828989204785412
2025-06-25 09:00:00,11.649872990291195,0.7366148486144637,10.828928322265075
2025-06-25 10:00:00,11.650699443478485,0.7366097515989789,10.828867608979076
2025-06-25 11:00:00,11.651523599329298,0.7366046687521446,10.828807064456408
2025-06-25 12:00:00,11.652345464228329,0.7365996000346227,10.828746688227703
2025-06-25 13:00:00,11.653165044543165,0.736594545407161,10.828686479825233
2025-06-25 14:00:00,11.653982346624357,0.7365895048305925,10.828626438782878
2025-06-25 15:00:00,11.654797376805437,0.7365844782658364,10.82856656463609
2025-06-25 16:00:00,11.655610141402894,0.7365794656739001,10.828506856921818
2025-06-25 17:00:00,11.656420646716109,0.7365744670158834,10.828447315178435
2025-06-25 18:00:00,11.657228899027261,0.7365694822529828,10.828387938945653
2025-06-25 19:00:00,11.658034904601227,0.7365645113464976,10.828328727764443
2025-06-25 20:00:00,11.658838669685455,0.7365595542578347,10.82826968117695
2025-06-25 21:00:00,11.659640200509882,0.7365546109485143,10.828210798726424
2025-06-25 22:00:00,11.660439503286828,0.7365496813801738,10.828152079957178
2025-06-25 23:00:00,11.661236584210945,0.7365447655145723,10.82809352441454
2025-06-26 00:00:00,11.662031449459194,0.7365398633135919,10.82803513164484
2025-06-26 01:00:00,11.662824105190857,0.7365349747392395,10.827976901195429
2025-06-26 02:00:00,11.663614557547591,0.7365300997536454,10.827918832614676
2025-06-26 03:00:00,11.664402812653508,0.7365252383190624,10.827860925452027
2025-06-26 04:00:00,11.665188876615309,0.7365203903978621,10.82780317925804
2025-06-26 05:00:00,11.665972755522422,0.7365155559525317,10.827745593584451
2025-06-26 06:00:00,11.66675445544716,0.7365107349456687,10.827688167984228
2025-06-26 07:00:00,11.667533982444906,0.7365059273399769,10.827630902011633
2025-06-26 08:00:00,11.66831134255427,0.736501133098261,10.827573795222264
2025-06-26 09:00:00,11.669086541797254,0.7364963521834234,10.82751684717311
2025-06-26 10:00:00,11.669859586179388,0.7364915845584588,10.827460057422565
2025-06-26 11:00:00,11.67063048168985,0.736486830186453,10.827403425530449
2025-06-26 12:00:00,11.671399234301553,0.7364820890305805,10.827346951058008
2025-06-26 13:00:00,11.6721658499712,0.7364773610541038,10.827290633567891
2025-06-26 14:00:00,11.672930334639322,0.7364726462203737,10.827234472624127
2025-06-26 15:00:00,11.673692694230263,0.7364679444928309,10.827178467792079
2025-06-26 16:00:00,11.674452934652177,0.7364632558350082,10.827122618638404
